frame_idx,left_wrist_speed,right_wrist_speed,left_wrist_accel,right_wrist_accel,left_dir_change,right_dir_change,inter_hand_distance,left_dist_to_rest,right_dist_to_rest,left_dist_to_face,right_dist_to_face,left_hand_spread,right_hand_spread,activation_ratio
32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9783416390419006,0.0,1.2009943723678589,0.0,0.3039555847644806,0.0,0.0
77,0.23312729597091675,0.0,0.23312729597091675,0.0,1.0,1.0,0.5899258852005005,1.070180058479309,1.0105167627334595,0.8941665291786194,0.8975585699081421,0.3158605992794037,0.21446067094802856,0.0
78,0.38798096776008606,0.17035512626171112,0.15485365688800812,0.17035512626171112,0.9959759712219238,1.0,0.5990470051765442,1.2319567203521729,1.1960922479629517,1.0393860340118408,1.0446332693099976,0.3526214361190796,0.28337475657463074,0.30510666966438293
79,0.25812944769859314,0.27973783016204834,-0.12985150516033173,0.10938271135091782,0.9833071231842041,0.9514803886413574,0.5513569712638855,1.3173903226852417,1.2903592586517334,0.7809465527534485,0.7880683541297913,0.32897573709487915,0.28951579332351685,0.5200774073600769
80,0.19951853156089783,0.10195737332105637,-0.058610934764146805,-0.17778046429157257,0.9978724122047424,-0.8567942380905151,0.5400688648223877,1.4030320644378662,1.2735265493392944,0.6970360279083252,0.7310110926628113,0.28595972061157227,0.26363542675971985,0.33818289637565613
81,0.1490233987569809,0.08832395076751709,-0.05049512907862663,-0.013633418828248978,0.9987093806266785,0.94935542345047,0.5711343288421631,1.4478754997253418,1.1891770362854004,0.717706024646759,0.7784660458564758,0.25808873772621155,0.1959327906370163,0.37211382389068604
82,0.09384326636791229,0.20162005722522736,-0.055180128663778305,0.11329611390829086,0.928261399269104,0.9891359806060791,0.6475341320037842,1.432725429534912,1.0100393295288086,0.6603424549102783,0.7627422213554382,0.26505813002586365,0.1474161595106125,0.682362973690033
83,0.10775520652532578,0.0,0.013911943882703781,0.0,0.9972383975982666,0.9891359806060791,0.0,1.5136761665344238,0.0,0.7541200518608093,0.0,0.25367191433906555,0.0,0.0
84,0.11484343558549881,0.0,0.0070882258005440235,0.0,0.9927458763122559,0.9891359806060791,0.0,1.5988439321517944,0.0,0.7750747203826904,0.0,0.24657392501831055,0.0,0.0
85,0.09651444852352142,0.0,-0.018328985199332237,0.0,0.9812211394309998,0.9891359806060791,0.0,1.662241816520691,0.0,0.7722105979919434,0.0,0.243729367852211,0.0,0.0
86,0.04396180436015129,0.0,-0.05255264788866043,0.0,-0.4075198173522949,0.9891359806060791,0.0,1.6719789505004883,0.0,0.777942955493927,0.0,0.2316666543483734,0.0,0.0
87,0.08008604496717453,0.0,0.03612424060702324,0.0,0.8271790742874146,0.9891359806060791,0.0,1.620396614074707,0.0,0.7663064002990723,0.0,0.17708273231983185,0.0,0.0
88,0.1955260932445526,0.0,0.11544005572795868,0.0,0.9232337474822998,0.9891359806060791,0.0,1.5192445516586304,0.0,0.8544844388961792,0.0,0.1407022476196289,0.0,0.0
89,0.15883436799049377,0.0,-0.036691732704639435,0.0,0.999504566192627,0.9891359806060791,0.0,1.4848759174346924,0.0,0.8164947032928467,0.0,0.13285969197750092,0.0,0.0
90,0.041851624846458435,0.0,-0.11698274314403534,0.0,-0.9974861145019531,0.9891359806060791,0.0,1.5556665658950806,0.0,0.761228621006012,0.0,0.14478865265846252,0.0,0.0
91,0.118947833776474,0.0,0.07709620893001556,0.0,0.9738954901695251,0.9891359806060791,0.0,1.5966598987579346,0.0,0.7312473654747009,0.0,0.17128737270832062,0.0,0.0
92,0.04864053800702095,0.0,-0.07030729204416275,0.0,-0.417285293340683,0.9891359806060791,0.0,1.5905400514602661,0.0,0.7363461852073669,0.0,0.17188721895217896,0.0,0.0
93,0.044672898948192596,0.0,-0.003967638127505779,0.0,0.6319566369056702,0.9891359806060791,0.0,1.545850396156311,0.0,0.7893887162208557,0.0,0.18348990380764008,0.0,0.0
94,0.07955154031515121,0.15318913757801056,0.03487863764166832,-0.04843093454837799,0.949489951133728,0.3829793632030487,0.6458041667938232,1.4555498361587524,1.0455880165100098,0.7713662981987,0.8741142153739929,0.18594349920749664,0.14111530780792236,0.658168375492096
95,0.03405849635601044,0.10051364451646805,-0.04549304023385048,-0.052675485610961914,-0.41640084981918335,-0.41328710317611694,0.6011932492256165,1.4616466760635376,1.1501386165618896,0.7495387196540833,0.8151462078094482,0.19288958609104156,0.17996209859848022,0.746857225894928
96,0.020944859832525253,0.22567929327487946,-0.013113637454807758,0.1251656413078308,0.9469045996665955,0.9878653883934021,0.5644629001617432,1.4621832370758057,1.2542707920074463,0.6749466061592102,0.7081443667411804,0.1985110193490982,0.20683693885803223,0.915036678314209
97,0.0159649346023798,0.2104014903306961,-0.0049799238331615925,-0.0152778010815382,-0.4249201714992523,0.9927381873130798,0.5226659178733826,1.450096607208252,1.348328709602356,0.6943401098251343,0.7089531421661377,0.20341669023036957,0.22632546722888947,0.9294319748878479
98,0.033118873834609985,0.1501602679491043,0.017153939232230186,-0.0602412223815918,0.981270432472229,0.9907418489456177,0.502275288105011,1.4373435974121094,1.3998115062713623,0.7046163082122803,0.713284969329834,0.21370643377304077,0.2393314391374588,0.8192535042762756
99,0.02093329280614853,0.07736488431692123,-0.012185581028461456,-0.07279538363218307,0.8985929489135742,0.9796313643455505,0.5024428367614746,1.4411051273345947,1.4276134967803955,0.6574841141700745,0.6678583025932312,0.2281101644039154,0.2613139748573303,0.7869628667831421
100,0.011996411718428135,0.026384305208921432,-0.008936881087720394,-0.0509805753827095,0.9405849575996399,0.8298275470733643,0.506253719329834,1.447289228439331,1.4395357370376587,0.6516987085342407,0.6601716876029968,0.22864429652690887,0.25311776995658875,0.6872574090957642
101,0.02225426211953163,0.0056459433399140835,0.010257849469780922,-0.02073836140334606,0.7328776121139526,-0.914716362953186,0.5106378793716431,1.4286350011825562,1.4259767532348633,0.610609233379364,0.6208396553993225,0.2310112714767456,0.2513144612312317,0.20228956639766693
102,0.03331626579165459,0.02148750238120556,0.011062003672122955,0.015841560438275337,0.9997626543045044,0.9999666213989258,0.5162196755409241,1.4105851650238037,1.4158825874328613,0.6173539757728577,0.628031849861145,0.24920929968357086,0.25836536288261414,0.3920092284679413
103,0.02930975891649723,0.02626120299100876,-0.004006505943834782,0.0047736987471580505,0.932622492313385,0.994350790977478,0.5183834433555603,1.3902267217636108,1.3975013494491577,0.5760362148284912,0.5905433297157288,0.28174564242362976,0.2859342396259308,0.47248557209968567
104,0.010834842920303345,0.023226294666528702,-0.018474915996193886,-0.003034908091649413,-0.47903740406036377,0.9992583394050598,0.5295808911323547,1.3907134532928467,1.3859450817108154,0.5766063332557678,0.5890915989875793,0.3079816699028015,0.3116382956504822,0.6816999912261963
105,0.01733780838549137,0.005576966796070337,0.006502964999526739,-0.017649326473474503,0.8781052827835083,-0.7439515590667725,0.5381882190704346,1.3998830318450928,1.3943852186203003,0.7196964025497437,0.7282700538635254,0.3189839720726013,0.3088994324207306,0.24327248334884644
106,0.03660528361797333,0.028299639001488686,0.019267475232481956,0.022722672671079636,0.9692044258117676,0.9910311102867126,0.5595033764839172,1.4555035829544067,1.4459656476974487,0.7453275322914124,0.7506515979766846,0.3260878622531891,0.3007909059524536,0.4359496533870697
107,0.04079427942633629,0.04317829757928848,0.004188994877040386,0.014878656715154648,0.9772409200668335,0.9866896271705627,0.5780162215232849,1.4664968252182007,1.4673854112625122,0.7075587511062622,0.712952196598053,0.30030110478401184,0.25286877155303955,0.5141339898109436
108,0.020316829904913902,0.01622067578136921,-0.020477449521422386,-0.026957621797919273,0.9005305171012878,-0.9386724233627319,0.5815343856811523,1.4796589612960815,1.471490740776062,0.776019811630249,0.7760729789733887,0.22132153809070587,0.1992236226797104,0.4438244104385376
109,0.024532269686460495,0.03670181706547737,0.004215439781546593,0.02048114314675331,-0.4355505704879761,0.7461115121841431,0.576043426990509,1.4595142602920532,1.4454355239868164,0.771854817867279,0.7708173990249634,0.15891589224338531,0.17936576902866364,0.5992711782455444
110,0.0651937797665596,0.10187763720750809,0.040661510080099106,0.06517582386732101,0.9997661709785461,0.9999856352806091,0.5670139789581299,1.4207425117492676,1.3757237195968628,1.04048752784729,1.0402281284332275,0.15714581310749054,0.17580363154411316,0.6097484827041626
111,0.05812560394406319,0.09875690191984177,-0.007068177685141563,-0.0031207408756017685,0.9787434935569763,0.9280281066894531,0.578874945640564,1.4092758893966675,1.355405569076538,0.9068267345428467,0.9087793827056885,0.15886643528938293,0.1828906387090683,0.6294558048248291
112,0.019534964114427567,0.02909192442893982,-0.03859063982963562,-0.06966497749090195,-0.7824649810791016,-0.9966011643409729,0.5576726198196411,1.4264284372329712,1.3571677207946777,0.8527708053588867,0.8625560402870178,0.14036743342876434,0.18638351559638977,0.5981452465057373
113,0.011486477218568325,0.03287647292017937,-0.008048486895859241,0.003784550353884697,-0.9829478859901428,0.9395548105239868,0.5561690926551819,1.416611909866333,1.3760764598846436,0.8617246747016907,0.8568021059036255,0.1580187976360321,0.16178950667381287,0.7409124970436096
114,0.004655461758375168,0.017693456262350082,-0.006831015460193157,-0.015183018520474434,-0.9962805509567261,-0.9563899040222168,0.5465068817138672,1.4030824899673462,1.3494046926498413,0.8242934942245483,0.8317663669586182,0.14009332656860352,0.17887230217456818,0.7913377285003662
115,0.001977655105292797,0.003843295620754361,-0.0026778068859130144,-0.01385015994310379,-0.9989910125732422,-0.9998822212219238,0.5542587041854858,1.3856332302093506,1.3473753929138184,0.8216395974159241,0.8145896196365356,0.15856118500232697,0.16214676201343536,0.6591199040412903
116,0.011541702784597874,0.004995038267225027,0.009564047679305077,0.0011517424136400223,-0.961002767086029,-0.9834318161010742,0.5513776540756226,1.379675030708313,1.3356412649154663,0.8256546258926392,0.8288964629173279,0.14660727977752686,0.18104517459869385,0.30187445878982544
117,0.007391449064016342,0.012758653610944748,-0.004150253254920244,0.0077636148780584335,-0.9901874661445618,-0.6610243916511536,0.5717728137969971,1.3634905815124512,1.3253228664398193,0.821601927280426,0.8162119388580322,0.1720113903284073,0.18480736017227173,0.6328665018081665
118,0.02591146156191826,0.0027784244157373905,0.018520012497901917,-0.00998022872954607,0.03679493069648743,-0.6956933736801147,0.5709578990936279,1.3498027324676514,1.3213146924972534,0.8211214542388916,0.8172257542610168,0.1791454702615738,0.19977730512619019,0.09680959582328796
119,0.022677656263113022,0.017623400315642357,-0.003233805298805237,0.014844975434243679,0.8111178874969482,0.8714892864227295,0.5805348753929138,1.3394893407821655,1.3113691806793213,0.8629067540168762,0.8601096868515015,0.18839824199676514,0.2173619270324707,0.43718525767326355
120,0.042908016592264175,0.05710814148187637,0.020230362191796303,0.03948473930358887,0.9892168045043945,0.9532836079597473,0.5907588601112366,1.3132847547531128,1.2711740732192993,1.1952598094940186,1.1954106092453003,0.19467203319072723,0.236219123005867,0.5709320306777954
121,0.08191989362239838,0.10879487544298172,0.0390118733048439,0.051686737686395645,0.9978376030921936,0.9995419383049011,0.6084998846054077,1.2798749208450317,1.2175239324569702,1.2831424474716187,1.2845890522003174,0.2030627429485321,0.25290921330451965,0.5704286694526672
122,0.11283423751592636,0.14723940193653107,0.030914345756173134,0.03844451904296875,0.9974107146263123,0.9966474175453186,0.6416832208633423,1.226028561592102,1.1396102905273438,1.135659098625183,1.1430978775024414,0.2140577882528305,0.26808562874794006,0.5661232471466064
123,0.13855844736099243,0.18813766539096832,0.025724204257130623,0.04089827463030815,0.9795758128166199,0.9862648844718933,0.6524612307548523,1.1848061084747314,1.0676703453063965,1.0401023626327515,1.0583595037460327,0.21359097957611084,0.27333545684814453,0.5758621096611023
124,0.18236039578914642,0.17755578458309174,0.04380195215344429,-0.010581886395812035,0.9783637523651123,0.9995973706245422,0.6814540028572083,1.13681161403656,1.0438512563705444,0.9680127501487732,0.9713753461837769,0.20220260322093964,0.2421787828207016,0.49331167340278625
125,1.292014479637146,1.8025926351547241,1.1096540689468384,1.6250368356704712,0.018218938261270523,0.0948488861322403,0.9203214645385742,1.7305243015289307,2.001948118209839,0.7810467481613159,1.230111002922058,0.0,0.0,0.5824929475784302
126,1.197284460067749,1.2493565082550049,-0.09473004192113876,-0.5532360672950745,-0.3821590542793274,-0.718400239944458,1.209113359451294,1.489676833152771,0.8141337037086487,0.9386222958564758,1.536062479019165,0.0,0.0,0.510639488697052
127,1.1584081649780273,1.4345732927322388,-0.038876261562108994,0.1852167397737503,0.9371067881584167,0.9975490570068359,0.8012868762016296,0.8434130549430847,0.7448445558547974,1.5220603942871094,1.6087307929992676,0.0,0.0,0.5532503128051758
128,0.8755762577056885,0.06030695140361786,-0.28283196687698364,-1.3742663860321045,0.7219130992889404,-0.796276867389679,0.7902030944824219,0.8291902542114258,0.7795352339744568,1.586531400680542,1.590082049369812,0.0,0.0,0.0644378587603569
129,0.07428254187107086,0.10071691125631332,-0.801293671131134,0.04040995612740517,0.14549556374549866,-0.15237587690353394,0.7873841524124146,0.8559518456459045,0.8460232615470886,1.5936613082885742,1.6438897848129272,0.0,0.0,0.575494110584259
130,0.06899511814117432,0.09676771610975266,-0.005287421401590109,-0.003949195612221956,-0.7360732555389404,-0.31411945819854736,0.7763677835464478,0.7919481992721558,0.794952929019928,1.6760940551757812,1.7117842435836792,0.0,0.0,0.5837368965148926
131,0.08422911167144775,0.08717022091150284,0.015233993530273438,-0.009597496129572392,-0.38465532660484314,-0.8667951822280884,0.7830212712287903,0.8303179144859314,0.9238135814666748,1.7014135122299194,1.6914860010147095,0.0,0.0,0.5085500478744507
132,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,-0.38465532660484314,-0.8667951822280884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
